Question,Link,Upvotes,Comments,Timestamp,Image,Answer
"Are hyenas bigger than wolves?",https://www.quora.com/Are-hyenas-bigger-than-wolves,11,4,3y,https://qph.fs.quoracdn.net/main-qimg-451c7fdddd1cd3b7ae30a8ee2840d360-pjlq,"There are different species of hyena, and different varieties of wolf, but if we look at the smallest and largest members of the two taxa, yes. The smallest Hyaenid is the aardwolf, Proteles cristata.  The smallest wolf is the Chihahua, Canis lupus familiaris:  Aardwolves weigh 7.9 kilograms, while chiha...(more)"
"How did big cats in Africa diversify into lions, cheetahs and leopards, while they were all living in the same place?",https://www.quora.com/How-did-big-cats-in-Africa-diversify-into-lions-cheetahs-and-leopards-while-they-were-all-living-in-the-same-place,11,0,3y,https://qph.fs.quoracdn.net/main-qimg-8bac9fbc0017564bb8292e10b7d52322-lq,"The term 'big cats', in the way you're using it, is what evolutionary biologists call a polyphyletic group. Here is a cladogram (Diagram of genetic relationships) of the cat family, Felidae:  Lions and leopards are both in the genus Panthera - they are, in fact, more closely related to each other than...(more)"
"How does a lizard bite look like?",https://www.quora.com/How-does-a-lizard-bite-look-like,15,3,3y,https://qph.fs.quoracdn.net/main-qimg-90dfe67f3fc0b482ed5ea862ae9ba4d8-lq,"If it's a bearded dragon, like this:  If it's a Komodo dragon, like this: ...(more)"
"Did pinnipeds (seals, sea lions, and walruses) evolve from other marine mammals like whales, or did they evolve from mammals on land?",https://www.quora.com/Did-pinnipeds-seals-sea-lions-and-walruses-evolve-from-other-marine-mammals-like-whales-or-did-they-evolve-from-mammals-on-land,89,2,3y,https://qph.fs.quoracdn.net/main-qimg-01dc379bcae4d87c53ef5981920a098c-lq,"They evolved from land mammals. There are currently two theories on the evolution of pinnipeds. One, the 'biphyletic' theory, suggests that Pinnipeda is not a natural grouping, and that the pinniped families do not share a common ancestor. Scientists in support of the biphyletic theory suggest that Ph...(more)"
"Why does a snake move without legs?",https://www.quora.com/Why-does-a-snake-move-without-legs,3,0,3y,?,"Well, there are a few different ways they move. Undulation: Most snakes use this, as it's more or less the simplest method of moving on land. Basically, circular muscle rings move the body sideways, pushing against irregularities in the terrain. The resulting waves move at the same speed as the snake...(more)"
"If biological evolution is true, why don't we see species at intermediary stages of development? Are there fishes with legs, that are about to walk on land, or tall monkeys that are losing hair?",https://www.quora.com/If-biological-evolution-is-true-why-don-t-we-see-species-at-intermediary-stages-of-development-Are-there-fishes-with-legs-that-are-about-to-walk-on-land-or-tall-monkeys-that-are-losing-hair,18,0,3y,?,"The time is 10 million years hence. The dominant species on the Earth is a descendant of Homo sapiens, with an intellect far superior to its present-day relatives. Only a few decades ago, their paleontologists unearthed fossilized skeletons of H. sapiens, and do you know what they said? They said 'Th...(more)"
"Why should I never go to Africa?",https://www.quora.com/Why-should-I-never-go-to-Africa,580,32,3y,https://qph.fs.quoracdn.net/main-qimg-03450c2fb34edc62b4e3635fc10ef8ee-lq,"Well, for one thing, the scenery is terrible.     All of the wildlife is ugly and boring:     Nothing exciting ever happens there:     And don't even get me started on how uninteresting the people and cultures are:    So, don't go to Africa. If you have the opportunity, don't go. If you have the money, don't go. It's...(more)"
"Would you rather have an elephant-sized cat or a cat-sized elephant?",https://www.quora.com/Would-you-rather-have-an-elephant-sized-cat-or-a-cat-sized-elephant,32,0,3y,https://qph.fs.quoracdn.net/main-qimg-5feee3edc364bf11d536be95b85879dd-lq,"I'm gonna go against the crowd and say... Elephant-sized cat First of all, I hope we all agree; big cats look pretty damn gorgeous.  Their thick fur, muscular builds, and markings make them - in my opinion - some of the most beautiful animals in the world. Scale that up to the size of an elephant; and you...(more)"
"If a second species (non-simian) evolves to become intelligent (capable of complicated communication, building shelters, etc.), which species do you think it would be and why? What could its timeline be?",https://www.quora.com/If-a-second-species-non-simian-evolves-to-become-intelligent-capable-of-complicated-communication-building-shelters-etc-which-species-do-you-think-it-would-be-and-why-What-could-its-timeline-be,2,2,3y,?,"In a previous answer (See Gary Meaney's answer to If humans were to become extinct, why won't there be any new species to replace us? Is it because intelligent life takes the longest to evolve?), I defined a list of species which I proposed could form civilizations* with only minimal to no changes t...(more)"
"Since the blowhole is a modified nostril, could dolphins and whales smell through it?",https://www.quora.com/Since-the-blowhole-is-a-modified-nostril-could-dolphins-and-whales-smell-through-it,15,0,3y,?,"No, they lack an olfactory lobe and, therefore, cannot smell through their blow-hole. But can they smell? It depends on how you define smell. Cetaceans have a highly developed sense of taste, and taste and smell are grouped closely in the category of chemical senses - smell is, basically, a modified...(more)"
"Is evolution scientifically proven?",https://www.quora.com/Is-evolution-scientifically-proven,2,0,3y,?,"Original question: Is there proof for evolution? If so, where is it? It depends what you mean by proof. Technically, there is no proof that your foot isn't actually a type of fruit which grows on cacti. However, based on what we observe about the universe, we can assume that it isn't. Similarly, we c...(more)"
"What is this polar bear eating in the image in comments? (caution: graphic)",https://www.quora.com/What-is-this-polar-bear-eating-in-the-image-in-comments-caution-graphic,3,0,3y,https://qph.fs.quoracdn.net/main-qimg-4c73f42be494b697861ac74578b095d2,"I can't write a long answer right now since I'm typing on my phone, but it appears to be a small toothed whale, most likely a dolphin or porpoise.  I believe that the harbor porpoise, shown above, has a range which included Arctic areas, though there are probably other toothed whale species which are...(more)"
"What are examples of aquatic animals?",https://www.quora.com/What-are-examples-of-aquatic-animals,26,2,3y,https://qph.fs.quoracdn.net/main-qimg-0efd4936f4517b0726ab1fcfa4821f9b-lq,"You've recieved many answers already, but perhaps none quite like this. I present to you; the complete overview of Earth's aquatic fauna. I'll start from the most basal animals, moving across the tree of life towards more derived species. First of all, we have Poriferans, or sponges. They resemble ro...(more)"
"Why should animals be protected? Nobody is missing Dodos, are we? I still don't get the point of conserving wild and dangerous animals.",https://www.quora.com/Why-should-animals-be-protected-Nobody-is-missing-Dodos-are-we-I-still-dont-get-the-point-of-conserving-wild-and-dangerous-animals,37,2,3y,?,"Dodos are just the stereotypical 'species wiped out by humans', but most people don't realize how drastically we have altered this planet, and that it will never be the same again. Extinction is a natural process, but we've accelerated it by at least 1,000 times, quite possibly 10,000. Thousands of...(more)"
"Which one does not belong to that group, lion, tiger, wolf, or hyena?",https://www.quora.com/Which-one-does-not-belong-to-that-group-lion-tiger-wolf-or-hyena,33,2,3y,https://qph.fs.quoracdn.net/main-qimg-96b0307d8ea11880e60cf874b9d7a07f-lq,"The wolf is the only one that's not in the suborder Feliformia, which includes cats, mongooses, and civets, among other things:  The tiger is the only one that does not live in groups or hunt cooperatively....(more)"
"Why does Africa have so many cooperative (pack) hunters, lions, hyenas, and wild dogs, in particular?",https://www.quora.com/Why-does-Africa-have-so-many-cooperative-pack-hunters-lions-hyenas-and-wild-dogs-in-particular,9,0,3y,?,"First of all, we need to look into what makes the African savannah the African savannah we know today. East Africa, which is home to the richest savannahs, is located quite near - as well as in - the Great Rift Valley, a highly volcanically active region where Africa is splitting into two separate co...(more)"
"What is the most underappreciated dinosaur?",https://www.quora.com/What-is-the-most-underappreciated-dinosaur,44,0,3y,https://qph.fs.quoracdn.net/main-qimg-caef905ad7e4cba21ac206b99c931294-lq,"Here are a few of my favourites, which many haven't heard of, yet are still fascinating. Concavenator, a large theropod with a triangular crest above its hips:  Amargasaurus, a sauropod which had two rows of spines running along its neck. Some speculate that they may have been connected by a membrane o...(more)"
"Are there any ugly baby animals?",https://www.quora.com/Are-there-any-ugly-baby-animals,363,16,Updated 3y,https://qph.fs.quoracdn.net/main-qimg-72ec6b249019f60109dc3576b3e6f2d6-lq,"Marsupials are born underdeveloped, as the mothers needn't spend extra gestation time when she can let the live young develop in a pouch:  Some placental mammals, like mice, have fairly primitive babies:  A lot of bird chicks aren't always the cutest:  The offspring of an amphibian, to many, are an unsavo...(more)"
"Who would win, 200 Kangaroos or 20 lions?",https://www.quora.com/Who-would-win-200-Kangaroos-or-20-lions,5,0,3y,https://qph.fs.quoracdn.net/main-qimg-12a5e0cd87b6ef1d38c0a5549eb8ee00-lq,"TL;DR: probably the lions, but it's gonna take a long, long time  So, let's look at the kangaroos. For this, I'll assume the species is a Red Kangaroo, Macropus rufus. They're very fast, being able to hop at 70 km/h for short distances, and an impressive 40 km/h over nearly two kilometres. Their main...(more)"
"Why are there no bipedal animals taller than primates?",https://www.quora.com/Why-are-there-no-bipedal-animals-taller-than-primates,64,0,3y,https://qph.fs.quoracdn.net/main-qimg-813fc8da8828535061fb88ffc8c6fa95-lq,"Uh, I don't know. Because there are. You have ostriches:  Red kangaroos:  The recently extinct elephant birds:  The titanic moa:  This stork, Leptopilus robustus, which co-existed with primates:  The short-faced kangaroo, which was wiped out by us:  All of those animals existed very recently, or right now, in Ea...(more)"
